interest,registration,vote_2016,vote_intention,vote_2020,ideo5,employment,foreign_born,sex,census_region,hispan,race,household_income,education,state,congress_district,age,age_group,vote_trump
Most of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Very Conservative,Full-time employed,The United States,male,Northeast,not hispanic,white,"$125,000 to $149,999",tertiary (not bachelor),PA,PA17,65,60 ~ 70,1
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Liberal,Self-employed,The United States,male,South,not hispanic,white,"$100,000 to $124,999",graduate,NC,NC01,33,30 ~ 40,0
Some of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Conservative,Full-time employed,The United States,female,South,not hispanic,white,"$60,000 to $64,999",tertiary (not bachelor),FL,FL01,42,40 ~ 50,1
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Moderate,Self-employed,The United States,male,West,not hispanic,white,"$45,000 to $49,999",graduate,CA,CA36,64,60 ~ 70,0
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Donald Trump,Very Conservative,Retired,Another country,female,South,cuban,white,"$25,000 to $29,999",bachelor,FL,FL23,66,60 ~ 70,1
Most of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Very Conservative,Full-time employed,The United States,male,South,mexican,white,"$55,000 to $59,999",bachelor,TX,TX26,52,50 ~ 60,1
Most of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Very Liberal,Full-time employed,The United States,male,South,not hispanic,white,"$125,000 to $149,999",graduate,GA,GA06,40,40 ~ 50,1
Most of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Very Conservative,Retired,The United States,male,West,not hispanic,white,"$50,000 to $54,999",tertiary (not bachelor),AZ,AZ05,66,60 ~ 70,1
Some of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Moderate,Retired,The United States,female,Northeast,not hispanic,white,"Less than $14,999",at most high school,ME,ME02,73,>= 70,0
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Liberal,Retired,The United States,male,Northeast,not hispanic,white,"$15,000 to $19,999",tertiary (not bachelor),PA,PA08,67,60 ~ 70,0
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Liberal,Retired,The United States,male,Northeast,not hispanic,white,"$25,000 to $29,999",at most high school,NY,NY24,52,50 ~ 60,0
Most of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Very Conservative,Full-time employed,The United States,female,South,not hispanic,white,"$30,000 to $34,999",bachelor,FL,FL04,42,40 ~ 50,1
Most of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Moderate,Retired,The United States,male,Northeast,not hispanic,white,"$30,000 to $34,999",bachelor,NY,NY10,72,>= 70,1
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Very Liberal,Full-time employed,Another country,male,Northeast,other,other,"Less than $14,999",bachelor,MA,MA07,42,40 ~ 50,0
Most of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Conservative,Unemployed or temporarily on layoff,The United States,male,Northeast,not hispanic,white,"$55,000 to $59,999",tertiary (not bachelor),PA,PA16,41,40 ~ 50,1
Most of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Moderate,Retired,The United States,male,West,not hispanic,white,"Less than $14,999",tertiary (not bachelor),AZ,AZ07,62,60 ~ 70,1
Some of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Moderate,Retired,The United States,male,West,not hispanic,white,"$100,000 to $124,999",bachelor,CA,CA29,69,60 ~ 70,1
Most of the time,Registered,Donald Trump,"Yes, I will vote",Joe Biden,Conservative,Retired,The United States,male,South,not hispanic,white,"$175,000 to $199,999",tertiary (not bachelor),MD,MD03,78,>= 70,0
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Very Liberal,Student,The United States,male,West,not hispanic,white,"Less than $14,999",tertiary (not bachelor),CA,CA02,45,40 ~ 50,0
Some of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Moderate,Full-time employed,The United States,male,South,not hispanic,white,"$95,000 to $99,999",tertiary (not bachelor),KY,KY06,61,60 ~ 70,0
Most of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Conservative,Full-time employed,The United States,male,South,not hispanic,white,"$100,000 to $124,999",bachelor,TX,TX16,62,60 ~ 70,1
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Very Liberal,Retired,The United States,male,Midwest,not hispanic,white,"Less than $14,999",graduate,OH,OH11,66,60 ~ 70,0
Some of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Very Conservative,Full-time employed,The United States,male,West,not hispanic,white,"$200,000 to $249,999",graduate,CA,CA26,37,30 ~ 40,1
Most of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Conservative,Self-employed,The United States,male,Midwest,mexican,white,"$125,000 to $149,999",tertiary (not bachelor),IA,IA01,56,50 ~ 60,1
Most of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Conservative,Full-time employed,The United States,male,South,not hispanic,white,"$100,000 to $124,999",graduate,GA,GA01,65,60 ~ 70,1
Some of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Moderate,Retired,The United States,male,South,not hispanic,white,"$15,000 to $19,999",bachelor,VA,VA02,62,60 ~ 70,1
Most of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Moderate,Full-time employed,Another country,male,Northeast,not hispanic,asian or pacific,"$200,000 to $249,999",bachelor,NJ,NJ11,57,50 ~ 60,1
Most of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Conservative,Retired,The United States,male,South,not hispanic,white,"$150,000 to $174,999",graduate,TX,,67,60 ~ 70,1
Only now and then,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Liberal,Part-time employed,The United States,female,Midwest,not hispanic,white,"$15,000 to $19,999",at most high school,MO,MO06,19,18 ~ 20,0
Most of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Very Liberal,Full-time employed,The United States,male,West,not hispanic,other,"$125,000 to $149,999",bachelor,CA,CA30,64,60 ~ 70,1
Most of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Conservative,Unemployed or temporarily on layoff,The United States,male,South,not hispanic,white,"$70,000 to $74,999",bachelor,GA,GA07,48,40 ~ 50,1
Most of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Very Conservative,Full-time employed,The United States,male,Midwest,not hispanic,white,"$50,000 to $54,999",tertiary (not bachelor),IA,IA03,58,50 ~ 60,1
Some of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Moderate,Other:,The United States,female,West,other,white,"$20,000 to $24,999",at most high school,CA,CA14,56,50 ~ 60,0
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Moderate,Retired,The United States,male,Midwest,not hispanic,white,"$65,000 to $69,999",graduate,MI,MI08,72,>= 70,0
Only now and then,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Conservative,Full-time employed,The United States,male,Midwest,not hispanic,white,"$20,000 to $24,999",at most high school,MO,MO02,60,60 ~ 70,1
Most of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Very Conservative,Part-time employed,The United States,male,Midwest,not hispanic,white,"$65,000 to $69,999",bachelor,OH,OH02,70,>= 70,1
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Very Liberal,Retired,The United States,male,West,not hispanic,white,"$35,000 to $39,999",bachelor,OR,OR02,68,60 ~ 70,0
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Moderate,Full-time employed,Another country,male,West,not hispanic,asian or pacific,"$125,000 to $149,999",bachelor,CA,CA19,61,60 ~ 70,0
Most of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Conservative,Unemployed or temporarily on layoff,The United States,male,West,other,white,"Less than $14,999",tertiary (not bachelor),AZ,AZ03,48,40 ~ 50,1
Some of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Conservative,Unemployed or temporarily on layoff,Another country,female,Midwest,not hispanic,asian or pacific,"$50,000 to $54,999",graduate,IN,IN07,65,60 ~ 70,1
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Moderate,Permanently disabled,The United States,male,Midwest,not hispanic,white,"Less than $14,999",at most high school,MI,MI07,60,60 ~ 70,0
Some of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Conservative,Retired,The United States,male,South,not hispanic,white,"$60,000 to $64,999",at most high school,GA,GA10,73,>= 70,1
Most of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Conservative,Homemaker,The United States,female,Midwest,not hispanic,white,"$100,000 to $124,999",at most high school,IL,IL12,43,40 ~ 50,1
Some of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Moderate,Retired,The United States,female,Northeast,not hispanic,white,"$15,000 to $19,999",tertiary (not bachelor),NY,,70,>= 70,0
Hardly at all,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Conservative,Retired,The United States,male,South,not hispanic,white,"$95,000 to $99,999",at most high school,FL,FL06,66,60 ~ 70,1
Most of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Moderate,Full-time employed,The United States,male,South,not hispanic,white,"$75,000 to $79,999",at most high school,MS,MS01,48,40 ~ 50,1
Hardly at all,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Conservative,Retired,The United States,male,Northeast,not hispanic,white,"$15,000 to $19,999",bachelor,NY,NY20,67,60 ~ 70,1
Most of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Very Liberal,Full-time employed,The United States,male,South,other,white,"$150,000 to $174,999",graduate,NC,NC06,47,40 ~ 50,1
Most of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Conservative,Unemployed or temporarily on layoff,The United States,male,Northeast,not hispanic,white,"$60,000 to $64,999",bachelor,MA,MA09,71,>= 70,1
Most of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Very Conservative,Retired,The United States,male,South,not hispanic,white,"Less than $14,999",at most high school,TN,TN01,66,60 ~ 70,1
Some of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Conservative,Permanently disabled,The United States,male,West,not hispanic,white,"$20,000 to $24,999",bachelor,WA,WA05,62,60 ~ 70,0
Some of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Very Liberal,Full-time employed,The United States,female,Northeast,other,white,"$100,000 to $124,999",graduate,PA,PA02,38,30 ~ 40,0
Some of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Moderate,Part-time employed,The United States,female,Midwest,not hispanic,black,"$15,000 to $19,999",bachelor,IL,IL04,55,50 ~ 60,0
Only now and then,Registered,Donald Trump,"Yes, I will vote",Joe Biden,Conservative,Retired,The United States,male,Midwest,not hispanic,white,"Less than $14,999",bachelor,MI,MI04,68,60 ~ 70,0
Hardly at all,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Moderate,Part-time employed,The United States,male,West,mexican,other,"$20,000 to $24,999",bachelor,CA,CA16,28,20 ~ 30,1
Most of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Moderate,Retired,The United States,male,South,not hispanic,white,"$175,000 to $199,999",graduate,FL,FL19,69,60 ~ 70,1
Some of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Conservative,Retired,The United States,male,Northeast,not hispanic,white,"$100,000 to $124,999",at most high school,NY,,65,60 ~ 70,1
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Very Liberal,Full-time employed,The United States,male,South,not hispanic,white,"$80,000 to $84,999",graduate,FL,FL04,51,50 ~ 60,0
Most of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Conservative,Other:,The United States,female,South,other,white,"$20,000 to $24,999",at most high school,MD,MD05,64,60 ~ 70,1
Most of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Very Conservative,Part-time employed,The United States,male,Northeast,not hispanic,white,"$125,000 to $149,999",graduate,PA,PA15,69,60 ~ 70,1
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Liberal,Full-time employed,Another country,male,South,not hispanic,white,"$175,000 to $199,999",graduate,VA,VA10,53,50 ~ 60,0
Some of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Very Conservative,Retired,The United States,male,South,not hispanic,white,"$40,000 to $44,999",bachelor,FL,FL02,69,60 ~ 70,1
Some of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Not Sure,Permanently disabled,The United States,male,Northeast,not hispanic,white,"$25,000 to $29,999",tertiary (not bachelor),NY,NY22,50,50 ~ 60,1
Some of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Liberal,Part-time employed,The United States,male,South,not hispanic,white,"$50,000 to $54,999",bachelor,LA,LA01,53,50 ~ 60,1
Most of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Conservative,Retired,The United States,male,South,not hispanic,white,"$55,000 to $59,999",graduate,FL,FL06,72,>= 70,1
Some of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Moderate,Retired,The United States,female,Northeast,not hispanic,white,"$20,000 to $24,999",bachelor,PA,PA08,76,>= 70,0
Hardly at all,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Liberal,Retired,The United States,male,Northeast,not hispanic,white,"$60,000 to $64,999",graduate,PA,PA15,62,60 ~ 70,1
Some of the time,Registered,Hillary Clinton,"Yes, I will vote",Donald Trump,Conservative,Retired,Another country,male,South,not hispanic,white,"$45,000 to $49,999",at most high school,OK,OK02,67,60 ~ 70,1
Some of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Liberal,Full-time employed,The United States,male,Northeast,not hispanic,white,"$75,000 to $79,999",bachelor,NJ,NJ12,57,50 ~ 60,1
Some of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Very Liberal,Full-time employed,The United States,male,South,not hispanic,black,"$50,000 to $54,999",tertiary (not bachelor),SC,SC06,29,20 ~ 30,0
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Very Liberal,Retired,The United States,male,Northeast,not hispanic,white,"$125,000 to $149,999",graduate,NY,NY21,69,60 ~ 70,0
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Liberal,Retired,The United States,female,Midwest,not hispanic,white,"$60,000 to $64,999",graduate,IL,IL01,67,60 ~ 70,0
Most of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Moderate,Retired,The United States,male,South,not hispanic,white,"$20,000 to $24,999",at most high school,NC,NC04,90,>= 70,1
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Moderate,Permanently disabled,The United States,female,Midwest,not hispanic,white,"Less than $14,999",bachelor,OH,OH13,19,18 ~ 20,0
Most of the time,Registered,Donald Trump,"Yes, I will vote",Joe Biden,Moderate,Retired,The United States,male,Midwest,not hispanic,white,"$95,000 to $99,999",graduate,IN,IN04,71,>= 70,0
Some of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Moderate,Full-time employed,The United States,male,Northeast,not hispanic,white,"$125,000 to $149,999",graduate,NY,NY04,47,40 ~ 50,0
Some of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Conservative,Full-time employed,The United States,male,West,not hispanic,white,"$60,000 to $64,999",at most high school,OR,OR02,61,60 ~ 70,1
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Conservative,Full-time employed,The United States,female,South,not hispanic,white,"$40,000 to $44,999",bachelor,NC,NC10,60,60 ~ 70,0
Most of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Very Conservative,Retired,The United States,male,West,not hispanic,white,"$50,000 to $54,999",bachelor,AZ,AZ04,82,>= 70,1
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Liberal,Retired,The United States,female,Northeast,not hispanic,white,"$85,000 to $89,999",graduate,NJ,NJ05,73,>= 70,0
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Liberal,Retired,The United States,female,Midwest,not hispanic,white,"$125,000 to $149,999",graduate,MO,MO01,69,60 ~ 70,0
